DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p24.3	3	17484013		TBC1D5			ENSG00000131374			rs9812906-G	rs9812906	0	9812906	intron_variant	0	0.559	3E-11	10.522878745280337		0.008	[0.006-0.01] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p24.3	3	20671102		SGO1-AS1			ENSG00000231304			rs56168640-G	rs56168640	0	56168640	intron_variant	0	0.723	2E-8	7.698970004336019		0.008	[0.006-0.01] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p24.2	3	23837326		UBE2E1			ENSG00000170142			rs13099267-G	rs13099267	0	13099267	intron_variant	0	0.301	8E-9	8.096910013008056		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p24.2	3	25151611		RNA5SP125 - RARB	ENSG00000201713	ENSG00000077092		126485	22721	rs904592-C	rs904592	0	904592	intron_variant	1	0.514	2E-10	9.698970004336019		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p22.3	3	34567384		LINC01811			ENSG00000226320			rs1520625-G	rs1520625	0	1520625	intron_variant	0	0.633	2E-8	7.698970004336019		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p22.3	3	35733623		ARPP21			ENSG00000172995			rs67723420-T	rs67723420	0	67723420	intron_variant	0	0.631	1E-8	8.0		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	3p22.1	3	43279922		POMGNT2 - SNRK	ENSG00000144647	ENSG00000163788		173843	6590	rs76887862-G	rs76887862	0	76887862	intergenic_variant	1	0.863	3E-13	12.522878745280337		0.012	[0.0081-0.0159] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	5q34	5	168217288		TENM2			ENSG00000145934			rs7708354-T	rs7708354	0	7708354	intron_variant	0	0.762	2E-10	9.698970004336019		0.009	[0.007-0.011] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	5q35.1	5	171012068		RANBP17			ENSG00000204764			rs10070758-G	rs10070758	0	10070758	intron_variant	0	0.285	3E-13	12.522878745280337		0.009	[0.007-0.011] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	5q35.2	5	173852805		LINC01485 - CPEB4	ENSG00000254211	ENSG00000113742		43766	35544	rs359456-T	rs359456	0	359456	intergenic_variant	1	0.432	1E-12	12.0		0.008	[0.006-0.01] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p25.1	6	4366474		ECI2-DT - RNA5SP202	ENSG00000234817	ENSG00000201185		209089	61489	rs559602-C	rs559602	0	559602	intron_variant	1	0.647	3E-8	7.522878745280337		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p24.1	6	11945249		AMD1P4 - HIVEP1	ENSG00000215124	ENSG00000095951		82279	63513	rs4714052-G	rs4714052	0	4714052	intergenic_variant	1	0.216	3E-11	10.522878745280337		0.01	[0.008-0.012] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p24.1	6	12950519		PHACTR1			ENSG00000112137			rs7774403-G	rs7774403	0	7774403	intron_variant	0	0.596	4E-9	8.397940008672037		0.007	[0.005-0.009] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p22.3	6	19373583		LNC-LBCS			ENSG00000228412			rs9460342-C	rs9460342	0	9460342	intron_variant	0	0.916	3E-8	7.522878745280337		0.011	[0.0071-0.0149] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p22.2	6	26319360		H4C8 - H3C9P	ENSG00000158406	ENSG00000220875		33722	2516	rs766406-G	rs766406	0	766406	downstream_gene_variant	1	0.361	4E-17	16.397940008672037		0.01	[0.008-0.012] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p22.1	6	27483640		ZNF184 - HNRNPA1P1	ENSG00000096654	ENSG00000218347		10522	39436	rs6918792-A	rs6918792	0	6918792	intron_variant	1	0.917	7E-20	19.154901959985743		0.021	[0.017-0.025] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p22.1	6	30399234		UBQLN1P1 - MICC	ENSG00000236122	ENSG00000229651		34954	15481	rs1264565-T	rs1264565	0	1264565	intergenic_variant	1	0.618	8E-15	14.096910013008056		0.01	[0.008-0.012] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.32	6	33485334		ZBTB9 - GGNBP1	ENSG00000213588	ENSG00000204188		27790	54712	rs34260955-C	rs34260955	0	34260955	regulatory_region_variant	1	0.783	2E-9	8.698970004336019		0.009	[0.0051-0.0129] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.31	6	33817087		MLN - LINC01016	ENSG00000096395	ENSG00000249346		13084	50419	rs3957165-C	rs3957165	0	3957165	intergenic_variant	1	0.189	3E-8	7.522878745280337		0.008	[0.006-0.01] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.31	6	36121273		MAPK14 - MAPK13	ENSG00000112062	ENSG00000156711		10037	6536	rs877596-T	rs877596	0	877596	regulatory_region_variant	1	0.354	8E-9	8.096910013008056		0.007	[0.005-0.009] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.2	6	37512196		LINC02520			ENSG00000204110			rs10947675-G	rs10947675	0	10947675	intron_variant	0	0.481	5E-13	12.301029995663981		0.008	[0.006-0.01] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.2	6	40408201		LRFN2			ENSG00000156564			rs75108536-C	rs75108536	0	75108536	intron_variant	0	0.84	5E-11	10.301029995663981		0.01	[0.0061-0.0139] unit increase	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	6p21.1	6	42872580		BICRAL - RPL7L1	ENSG00000112624	ENSG00000146223		4020	7036	rs9471935-G	rs9471935	0	9471935	intergenic_variant	1	0.775	1E-10	10.0		0.009	[0.007-0.011] unit decrease	NR [NR] (imputed)	N	attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0003888, http://purl.obolibrary.org/obo/MONDO_0002491, http://www.ebi.ac.uk/efo/EFO_0007052	GCST90061435	Genome-wide genotyping array
